ACCESSION_ID	CLADE	PANGO_LINEAGE	VARIANT	LOCATION	SUBMISSION_DATE
EPI_ISL_1972569	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Sardinia	2021-05-10
EPI_ISL_1972897	O	B.1.411		Valle d'Aosta	2021-05-10
EPI_ISL_1972898	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lombardy	2021-05-10
EPI_ISL_2000617	G	B.1.617.2	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000618	G	B.1.617.1	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000619	G	B.1.617.2	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000620	G	B.1.617.2	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000621	G	B.1.617.2	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000622	G	B.1.617.2	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000623	G	B.1.617.2	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000624	G	B.1.617.2	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000625	G	B.1.617.2	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000626	G	B.1.617.2	VOC G/452R.V3 (B.1.617+) first detected in India	Lazio	2021-05-10
EPI_ISL_2000627	G	B.1		Lazio	2021-05-10
EPI_ISL_2001297	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001298	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001299	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001300	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001301	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001302	G	P.1.1		Abruzzo	2021-05-11
EPI_ISL_2001303	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001304	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001305	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001306	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001307	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001308	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001309	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001310	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001311	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001312	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001313	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001314	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001315	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001316	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001317	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001318	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001319	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001320	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001321	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001322	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001323	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001324	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001325	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001326	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001327	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001328	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001329	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001330	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001331	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001332	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001333	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001334	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001335	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001336	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001337	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001338	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001339	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001340	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001341	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001342	G	P.1.1		Abruzzo	2021-05-11
EPI_ISL_2001343	G	P.1.1		Abruzzo	2021-05-11
EPI_ISL_2001344	G	P.1.1		Abruzzo	2021-05-11
EPI_ISL_2001345	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001346	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001347	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001348	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001349	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001350	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001351	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001352	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001353	G	P.1.1		Abruzzo	2021-05-11
EPI_ISL_2001354	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001355	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001356	GR	P.1.1		Abruzzo	2021-05-11
EPI_ISL_2001357	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001358	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001359	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001360	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001361	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001362	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001363	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001364	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001365	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001366	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001367	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001368	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001369	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001370	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001371	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001372	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001373	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001374	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001375	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001376	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001377	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001378	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001379	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001380	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001381	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001382	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001383	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001384	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001385	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001386	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001387	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001388	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001389	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001390	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001391	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001392	G	P.1.1		Abruzzo	2021-05-11
EPI_ISL_2001393	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001394	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001395	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001396	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001397	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001398	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001399	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001400	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001401	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001402	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001403	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001404	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001405	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001406	GR	P.1.1		Abruzzo	2021-05-11
EPI_ISL_2001407	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001408	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001409	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001410	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001411	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001412	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001413	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001414	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001415	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001416	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001417	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001418	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001419	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001420	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Abruzzo	2021-05-11
EPI_ISL_2001421	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001422	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001423	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001424	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001425	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001426	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001427	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001428	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-05-11
EPI_ISL_2001431	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Umbria	2021-05-11
EPI_ISL_2001432	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001433	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001434	G	P.1.1		Umbria	2021-05-11
EPI_ISL_2001435	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001436	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001437	GR	P.1.1		Umbria	2021-05-11
EPI_ISL_2001438	G	P.1.1		Umbria	2021-05-11
EPI_ISL_2001439	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001440	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001441	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001442	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001443	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001444	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001445	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001446	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001447	G	P.1.1		Umbria	2021-05-11
EPI_ISL_2001448	G	P.1	VOC GR/501Y.V3 (P.1) first detected in Brazil/Japan	Umbria	2021-05-11
EPI_ISL_2001449	G	B.1		Umbria	2021-05-11
EPI_ISL_2001450	G	P.1.1		Umbria	2021-05-11
EPI_ISL_2001451	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Umbria	2021-05-11
EPI_ISL_2001452	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Umbria	2021-05-11
EPI_ISL_2001453	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001454	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001455	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001456	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001457	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001458	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001459	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Umbria	2021-05-11
EPI_ISL_2001460	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Umbria	2021-05-11
EPI_ISL_2001461	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001462	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001463	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001464	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001465	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001466	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001467	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001468	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001469	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001470	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001471	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001472	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001473	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001474	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001475	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001476	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001477	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001478	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001479	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2001480	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Umbria	2021-05-11
EPI_ISL_2004066	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania	2021-05-11
EPI_ISL_2007588	GV	B.1.177		Lombardy	2021-05-11
EPI_ISL_2007350	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007352	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007330	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007351	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007354	GV	B.1.177		Trentino-Alto Adige	2021-05-11
EPI_ISL_2007332	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007353	GV	B.1.177		Trentino-Alto Adige	2021-05-11
EPI_ISL_2007331	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007334	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007333	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007336	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007314	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007335	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007338	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007316	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007337	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007315	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007318	G	B.1.525	VUI G/484K.V3 (B.1.525) first detected in UK/Nigeria	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007339	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007317	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Trentino-Alto Adige	2021-05-11
EPI_ISL_2007319	GR	P.1	VOC GR/501Y.V3 (P.1) first detected in Brazil/Japan	Trentino-Alto Adige	2021-05-11
